ASSEMBLY_STR,PDB_COMPLEX_ID,ASSEMBLY_NAME,ASSEMBLY_TYPE,ASSEMBLIES,NUM_ASSEMBLIES,NUM_COMPONENTS,MEDIAN_WT,MAX_WT
P62937_10,PDB-CPX-153760,Peptidyl-prolyl cis-trans isomerase A,homomeric,"2rma_1,2rmb_1,2x2c_1",3,10,193.05,193.34
"P62942_1,Q04771_1",PDB-CPX-153770,Peptidyl-prolyl cis-trans isomerase FKBP1A and Activin receptor type-1,heteromeric,"3h9r_1,6i1s_1,8pod_1,9rda_1",4,2,50.64,50.95
P62942_2,PDB-CPX-153771,Peptidyl-prolyl cis-trans isomerase FKBP1A,homomeric,"1a7x_1,1bkf_1,1bl4_1,1d6o_3,1d6o_4,1d7h_3,1d7h_4,1d7i_3,1d7i_4,1d7j_3,1d7j_4,1eym_1,1fkd_1,1fkf_1,1fki_1,1fkj_1,1qpf_1,1qpf_3,1qpf_4,1qpl_1,2fke_1,8x6p_1,8x6p_2",23,2,24.58,26.14
P62942_4,PDB-CPX-153774,Peptidyl-prolyl cis-trans isomerase FKBP1A,homomeric,"1fkd_2,1fkj_2,1qpf_2,2fke_2",4,4,50.64,51.72
"P62979_1,P62979_1,Q8IYW5_1",PDB-CPX-153782,Ubiquitin and E3 ubiquitin-protein ligase RNF168,heteromeric,"5ydk_1,5ydk_2,5ydk_3,5ydk_4",4,3,27.65,27.7
"P62979_1,Q6TQR6_1",PDB-CPX-153784,Ubiquitin and RNA-directed RNA polymerase L,heteromeric,"3phw_1,3phw_2,3phw_3,3phw_4",4,2,29.61,29.61
P62979_2,PDB-CPX-153787,Ubiquitin,homomeric,"3nob_1,3nob_2,3nob_3,3nob_4,3ns8_1",5,2,17.74,18.02
"P62983_1,P62983_1,Q8IYW5_1",PDB-CPX-153789,Ubiquitin and E3 ubiquitin-protein ligase RNF168,heteromeric,"5xis_1,5xis_2,5xit_1,5xit_2",4,3,27.47,27.5
"P62987_1,Q9UK80_1",PDB-CPX-153803,Ubiquitin and Ubiquitin carboxyl-terminal hydrolase 21,heteromeric,"3i3t_1,3i3t_2,3i3t_3,3i3t_4",4,2,48.77,48.77
P62987_2,PDB-CPX-153805,Ubiquitin,homomeric,"4pih_3,4pih_4,4pij_3,4pij_4,4pij_5",5,2,17.48,17.48
P62993_2,PDB-CPX-153815,Growth factor receptor-bound protein 2,homomeric,"1bm2_2,1bmb_2,1cj1_1,1cj1_2,1cj1_3,1cj1_4,1cj1_5,1cj1_6,1gri_1,1jyq_1,1jyr_2,1tze_2,1tze_3,1tze_4,1tze_5,1zfp_2,1zfp_3,1zfp_4,1zfp_5,2aoa_3,2aob_5,2aob_6,2h46_1,2h5k_1,3c7i_1,3imd_3,3imj_3,3in7_3,3in8_1,3kfj_2,3n7y_1,3n7y_3,3n84_1,3n84_3,3n84_5,3n8m_2,3ov1_2,3ove_2,3s8n_2,4p9z_2,5cdw_1,5cdw_2,5cdw_3,5cdw_4,5cdw_5,5cdw_6,5cdw_7,5cdw_8,6ich_1",49,2,24.86,50.48
"P63000_1,Q60610_1",PDB-CPX-153830,Rho guanine nucleotide exchange factor TIAM1 and Ras-related C3 botulinum toxin substrate 1,heteromeric,"1foe_1,1foe_2,1foe_3,1foe_4",4,2,63.67,63.67
"P63000_1,Q8TCU6_1",PDB-CPX-153835,"Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein and Ras-related C3 botulinum toxin substrate 1",heteromeric,"4yon_1,5fi0_1,5fi0_2,5fi0_3,5fi0_4",5,2,64.97,65.57
"P63000_2,Q92556_2,Q9H7D0_2",PDB-CPX-153841,nan,heteromeric,"7dpa_1,8zji_1,8zjj_1,8zjk_1,8zjl_1,8zjm_1",6,6,592.15,592.15
"P63005_2,P68402_2",PDB-CPX-153847,Platelet-activating factor acetylhydrolase IB,heteromeric,"1vyh_1,1vyh_2,1vyh_3,1vyh_4,1vyh_5",5,4,144.77,144.77
"P63043_1,Q2HJ86_2,Q6B856_2",PDB-CPX-154029,nan,heteromeric,"1sa0_1,1sa1_1,1z2b_1",3,5,219.72,220.14
"P63073_1,Q13541_1",PDB-CPX-154036,Eukaryotic translation initiation factor 4E-binding protein 1 and Eukaryotic translation initiation factor 4E,heteromeric,"1ej4_1,1ejh_1,1ejh_2,1ejh_3,1ejh_4,5bxv_1,5bxv_2",7,2,24.69,27.75
"P63087_1,Q5SWA1_1",PDB-CPX-154044,Protein phosphatase 1 regulatory subunit 15B and Serine/threonine-protein phosphatase PP1-gamma catalytic subunit,heteromeric,"4v0u_1,4v0u_2,4v0u_3,4v0u_4,4v0u_5,4v0v_1,4v0v_2,4v0w_1,4v0w_2,4v0x_1",10,2,44.12,47.33
"P63088_1,Q9DCL8_1",PDB-CPX-154045,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit and Protein phosphatase inhibitor 2,heteromeric,"2o8a_1,2o8a_2,2o8g_1,2o8g_2",4,2,61.08,61.1
"P63096_1,Q8VDU0_1",PDB-CPX-154051,G-protein-signaling modulator 2 and Guanine nucleotide-binding protein G(i) subunit alpha-1,heteromeric,"4g5q_1,4g5q_2,4g5q_3,4g5q_4",4,2,41.93,42.08
P63103_2,PDB-CPX-154055,14-3-3 protein zeta/delta,homomeric,"1a37_1,1a38_1,1a4o_1,1a4o_2",4,2,57.39,60.28
P63104_2,PDB-CPX-154059,14-3-3 protein zeta/delta,homomeric,"1qja_1,2o02_1,3rdh_1,3rdh_2,5jm4_1,6fn9_1,6fna_1,6fnb_1,6fnc_1,6rlz_1",10,2,55.72,57.7
"P63104_2,Q6UUV9_2",PDB-CPX-154065,14-3-3 protein zeta/delta and CREB-regulated transcription coactivator 1,heteromeric,"7d8h_1,7d8p_1,7d9v_1",3,4,62.63,62.91
"P63104_2,Q93SQ3_2",PDB-CPX-154066,Exoenzyme S and 14-3-3 protein zeta/delta,heteromeric,"4n7g_1,4n7y_1,4n84_1,5j31_1",4,4,55.46,58.57
P63142_4,PDB-CPX-154080,Potassium voltage-gated channel subfamily A member 2,homomeric,"1dsx_1,1dsx_2,1qdv_1,1qdw_1,1qdw_2,8vc4_1,8vc6_1,8vch_1",8,4,44.98,242.37
"P63165_1,Q9HC62_1",PDB-CPX-154100,Small ubiquitin-related modifier 1 and Sentrin-specific protease 2,heteromeric,"1tgz_1,5aek_1,5aek_10,5aek_11,5aek_12,5aek_2,5aek_3,5aek_4,5aek_5,5aek_6,5aek_7,5aek_8,5aek_9",13,2,35.68,36.59
"P63165_1,Q9P0U3_1",PDB-CPX-154101,Small ubiquitin-related modifier 1 and Sentrin-specific protease 1,heteromeric,"2g4d_1,2g4d_2,2iy1_1,2iy1_2",4,2,35.04,36.56
"P63165_1,Q9UBE0_1,Q9UBT2_1",PDB-CPX-154102,"SUMO activating enzyme complex, SAE1-UBA2 and Small ubiquitin-related modifier 1",heteromeric,"1y8r_1,1y8r_2,3kyc_1,3kyd_1,6xog_1,6xoh_1,6xoi_1",7,3,122.09,123.62
"P63165_2,Q6V1X1_2",PDB-CPX-154104,Dipeptidyl peptidase 8 and Small ubiquitin-related modifier 1,heteromeric,"6eop_1,6eop_2,6eot_1,6eot_2,6eot_3,6trw_1,6trw_2",7,4,209.73,211.5
"P63167_2,Q8TD19_2",PDB-CPX-154107,"Serine/threonine-protein kinase Nek9 and Dynein light chain 1, cytoplasmic",heteromeric,"3zke_1,3zke_2,3zke_3,3zkf_1,3zkf_2,3zkf_3",6,4,23.13,23.23
P63177_2,PDB-CPX-154111,23S rRNA (guanosine-2'-O-)-methyltransferase RlmB,homomeric,"1gz0_1,1gz0_2,1gz0_3,1gz0_4",4,2,55.93,55.93
P63182_3,PDB-CPX-154112,Cerebellin-1,homomeric,"5h48_1,5h49_1,5kwr_1",3,3,61.53,62.58
"P63208_1,Q13309_1",PDB-CPX-154115,S-phase kinase-associated protein 1 and S-phase kinase-associated protein 2,heteromeric,"1fqv_1,1fqv_2,1fqv_3,1fqv_4,1fqv_5,1fqv_6,1fqv_7,1fqv_8",8,2,54.78,54.78
"P63208_1,Q80UW2_1",PDB-CPX-154121,F-box only protein 2 and S-phase kinase-associated protein 1,heteromeric,"2e31_1,2e32_1,2e32_2",3,2,52.65,52.69
"P63208_1,Q969H0_1",PDB-CPX-154123,S-phase kinase-associated protein 1 and F-box/WD repeat-containing protein 7,heteromeric,"2ovp_1,2ovq_1,2ovr_1",3,2,69.28,69.29
P63224_2,PDB-CPX-154133,Phosphoheptose isomerase,homomeric,"2i22_1,2i22_2,2i2w_1,2i2w_2",4,2,46.11,46.35
"P63261_1,Q86TU7_1",PDB-CPX-154148,"Actin-histidine N-methyltransferase and Actin, cytoplasmic 2",heteromeric,"6v62_1,6v63_1,6v63_2,6wk1_2,6wk1_3,6wk2_2,6wk2_3",7,2,71.76,72.91
P63267_5,PDB-CPX-154155,"Actin, gamma-enteric smooth muscle",homomeric,"8v2o_1,8v2z_1,8v30_1",3,5,211.94,215.71
"P63279_1,Q9UBT2_1",PDB-CPX-154157,SUMO-activating enzyme subunit 2 and SUMO-conjugating enzyme UBC9,heteromeric,"2px9_1,4w5v_1,5fq2_1",3,2,32.01,42.87
P63284_6,PDB-CPX-154163,Chaperone protein ClpB,homomeric,"4d2q_1,4d2u_1,4d2x_1",3,6,581.01,581.01
P63316_2,PDB-CPX-154171,"Troponin C, slow skeletal and cardiac muscles",homomeric,"1wrk_1,1wrl_1,1wrl_2,1wrl_3,4gje_2,4gjf_2,4gjg_2",7,2,21.65,22.46
P63359_2,PDB-CPX-154176,ATP-dependent lipid A-core flippase,homomeric,"3b5y_1,3b5y_2,3b5z_1,3b5z_2,3b60_1,3b60_2,6bl6_1,6bl6_2,6o30_1,6o30_2",10,2,129.83,129.9
"P63386_1,P64602_1",PDB-CPX-154178,Intermembrane phospholipid transport system binding protein MlaB and Intermembrane phospholipid transport system ATP-binding protein MlaF,heteromeric,"6xgz_1,6xgz_2,6xgz_3,6xgz_4",4,2,41.74,41.8
"P63386_2,P64602_2,P64604_6,P64606_2",PDB-CPX-154179,nan,heteromeric,"7cge_1,7cgn_1,7ch0_1",3,12,253.98,261.95
P63411_2,PDB-CPX-154181,Acetate kinase AckA,homomeric,"3sk3_1,3slc_1,3slc_2",3,2,90.33,90.59
P63422_2,PDB-CPX-154182,Acetyltransferase YpeA,homomeric,"2pdo_1,2pdo_2,2pdo_3,2pdo_4",4,2,34.09,34.15
P63479_2,PDB-CPX-154186,Alanine racemase 1,homomeric,"4a3q_1,6g56_1,6g58_1,6g59_1",4,2,92.35,93.19
"P63488_1,P64201_1,P68807_1",PDB-CPX-154189,nan,heteromeric,"2df4_1,2dqn_1,2f2a_1,2g5h_1,2g5i_1,3ip4_1",6,3,119.12,119.44
P63705_2,PDB-CPX-154194,"Tagatose 1,6-diphosphate aldolase 2",homomeric,"3mhf_1,3mhf_2,3mhg_1,3mhg_2,5f2g_1,5f2g_2,5f2i_1,5f2i_2,5f2l_1,5f2l_2,5f2m_1,5f2m_2,5f4s_1,5f4s_2,5f4w_1,5f4w_2,5ff7_1,5ff7_2",18,2,73.6,73.95
P63746_6,PDB-CPX-154197,Bacterial microcompartment shell protein EutS,homomeric,"3i96_1,3ia0_1,3ia0_2,3ia0_3,3ia0_4,3ia0_5,3ia0_6,3ia0_7,3ia0_8",9,6,76.65,78.66
P63786_14,PDB-CPX-154200,ATP-dependent Clp protease proteolytic subunit,homomeric,"3sta_1,4emm_1,4emp_1",3,14,306.68,316.76
P63820_6,PDB-CPX-154207,Phosphopantetheine adenylyltransferase,homomeric,"4nah_1,4nat_1,4nau_1",3,6,116.55,116.84
P64312_2,PDB-CPX-154211,Protein/nucleic acid deglycase HchA,homomeric,"5xr2_1,5xr2_2,5xr2_3,5xr2_4,5xr3_1,5xr3_2,5xr3_3,5xr3_4",8,2,66.7,66.81
P64382_2,PDB-CPX-154214,Uncharacterized HIT-like protein HP_0404,homomeric,"4zgl_1,4zgl_2,4zgl_3,4zgl_4,4zgl_5",5,2,26.23,26.23
P64604_6,PDB-CPX-154233,Intermembrane phospholipid transport system binding protein MlaD,homomeric,"8hpz_1,8hq9_1,8hqa_1",3,6,104.95,105.09
P64665_2,PDB-CPX-154238,Hypothetical protein HP1531,homomeric,"1zke_1,1zke_2,1zke_3",3,2,18.96,18.98
P65248_2,PDB-CPX-154243,Thymidylate kinase,homomeric,"2ccg_1,2ccj_1,2cck_1,4dwj_1,4dwj_2,4dwj_3,4dwj_4,4eaq_1,4f4i_1,4f4i_2,4gfd_1,4mqb_1,4mqb_2",13,2,52.43,53.13
"P65401_2,Q7A441_2",PDB-CPX-154250,Molybdopterin synthase,heteromeric,"2q5w_1,2qie_1,2qie_2",3,4,53.27,53.27
P65796_3,PDB-CPX-154263,ATP-dependent protease subunit HslV,homomeric,"6kr1_1,6kr1_2,6kr1_3,6kr1_4",4,3,62.36,62.45
P65870_6,PDB-CPX-154265,"6-carboxy-5,6,7,8-tetrahydropterin synthase",homomeric,"3qn0_1,3qn9_1,4ntk_1,4ntm_1,4ntn_1",5,6,85.65,96.29
P66032_2,PDB-CPX-154275,"3,4-dihydroxy-2-butanone 4-phosphate synthase",homomeric,"3lqu_1,3lrj_1,3lrj_2,3ls6_1",4,2,46.99,47.83
"P66746_1,P66746_1,Q5M2B1_6",PDB-CPX-154277,Holliday junction branch migration complex,heteromeric,"7pbm_1,7pbn_1,7pbo_1",3,8,235.24,235.34
"P66746_1,Q5M2B1_6",PDB-CPX-154278,Holliday junction branch migration complex,heteromeric,"7pbl_1,7pbq_1,7pbs_1,7pbt_1",4,7,229.95,230.13
P66881_2,PDB-CPX-154281,5'/3'-nucleotidase SurE,homomeric,"2v4n_1,2v4o_1,2v4o_2,4g9o_1,4gad_1,4ryt_1,4ryu_1,4ryu_2,4xep_1,4xer_1,4xer_2,4xgb_1,4xgb_2,4xgp_1,4xgp_2,4xh8_1,4xj7_1,4xj7_2",18,2,57.39,58.22
P66899_2,PDB-CPX-154282,Diaminopropionate ammonia-lyase,homomeric,"4d9g_1,4d9i_1,4d9k_1,4d9k_2,4d9m_1,4d9n_1",6,2,87.43,88.95
"P66937_2,Q99XG5_2",PDB-CPX-154297,DNA gyrase,heteromeric,"5cdm_1,5cdn_1,5cdn_2,5cdo_1,5cdo_2,5cdp_1,5cdq_1,5cdq_2,5cdr_1,5iwi_1,5iwm_1,6fqm_2,6fqv_1,6fqv_2,6qtk_1,6qtp_1,8bp2_1",17,4,166.7,180.39
P67653_4,PDB-CPX-154323,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC,homomeric,"2r8e_2,2r8e_3,2r8x_3,2r8x_4,2r8x_5,2r8x_6,2r8y_1,2r8y_2,2r8y_3,2r8y_4,2r8z_3,2r8z_4,2r8z_5,2r8z_6,3hyc_1,3hyc_2,3i6b_1",17,4,80.46,80.76
P67653_8,PDB-CPX-154324,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC,homomeric,"2r8e_1,2r8x_1,2r8x_2,2r8z_1,2r8z_2,3hyc_3,3i6b_2",7,8,160.66,161.51
P67660_2,PDB-CPX-154325,Probable HTH-type transcriptional regulator YhaJ,homomeric,"8h5a_1,8h5a_2,8h5a_3,8h5a_4,8h5a_5,8h5a_6,8h5a_7,8h5a_8,9irz_1",9,2,47.07,47.2
P67660_4,PDB-CPX-154326,Probable HTH-type transcriptional regulator YhaJ,homomeric,"8h58_1,8h58_2,8h58_3,8h58_4",4,4,92.66,92.66
P67825_2,PDB-CPX-154344,PF03932 family protein CutC,homomeric,"1twd_1,1x7i_1,1x8c_1",3,2,56.61,56.84
"P67870_2,P68400_2",PDB-CPX-154349,"Casein kinase II complex, CSNK2A1 variant",heteromeric,"1jwh_1,4dgl_1,4md7_1,4md7_2,4md8_1,4md8_2,4md9_1,4md9_2,4md9_3,4md9_4,4nh1_1",11,4,131.44,140.77
P67911_5,PDB-CPX-154359,ADP-L-glycero-D-manno-heptose-6-epimerase,homomeric,"2x86_1,2x86_2,2x86_3,2x86_4",4,5,206.3,206.3
P67976_2,PDB-CPX-154365,Beta-lactoglobulin-1/B,homomeric,"4nli_1,4nlj_1,6t44_1",3,2,36.91,37.2
"P68032_1,Q94707_1",PDB-CPX-154369,"Gelsolin-like domain-containing protein and Actin, alpha cardiac muscle 1",heteromeric,"8gsu_1,8gsw_1,8gt1_1,8gt2_1,8gt3_1,8gt4_1,8gt5_1",7,2,62.94,63.43
P68082_2,PDB-CPX-154384,Myoglobin,homomeric,"3vm9_1,6ltl_1,6ltm_1,7dgj_1,7dgk_1,7dgl_1,7dgm_1,7dgn_1,7dgo_1,7v5p_1,7v5q_1,7v5r_1",12,2,35.22,35.51
"P68106_4,Q92736_4",PDB-CPX-154403,Ryanodine 2 complex and Peptidyl-prolyl cis-trans isomerase FKBP1B,heteromeric,"7u9q_1,7u9r_1,7u9x_1,7u9z_1,7ua1_1,7ua5_1,7ua9_1,8uq2_1,8uq3_1,8uq4_1,8uxc_1,8uxe_1,8uxf_1,8uxg_1,8uxh_1,8uxi_1",16,8,2312.93,2314.09
"P68135_1,Q2M3X8_1",PDB-CPX-154415,"Actin, alpha skeletal muscle and Phosphatase and actin regulator 1",heteromeric,"4b1v_1,4b1v_2,4b1w_1,4b1x_1,4b1y_1",5,2,46.91,47.92
"P68135_1,Q46220_1",PDB-CPX-154416,"Actin, alpha skeletal muscle and ADP ribosyltransferase domain-containing protein",heteromeric,"3buz_1,4gy2_1,4h03_1,4h0t_1,4h0v_1,4h0x_1,4h0y_1",7,2,93.15,95.03
"P68135_1,Q5NBX1_1",PDB-CPX-154417,"Actin, alpha skeletal muscle and Protein cordon-bleu",heteromeric,"5ypu_1,5ypu_2,6jbk_1,6jbk_2,6jbk_3,6jbk_4,6jcu_1,6jcu_2,6jh8_1,6jh9_1",10,2,45.15,46.09
"P68135_1,Q8C0D4_1",PDB-CPX-154419,"Actin, alpha skeletal muscle and Rho GTPase-activating protein 12",heteromeric,"6gvc_1,6gvc_2,6gvc_3,6gvc_4",4,2,69.85,69.92
P68135_2,PDB-CPX-154429,"Actin, alpha skeletal muscle",homomeric,"1lcu_1,1rdw_1,1rfq_1,1yxq_1,2a5x_1,2gwk_1,2hmp_1,2q1n_1,2q1n_2,2q31_1,2q31_2,2q36_1,3jbj_1,3m6g_1",14,2,85.71,87.13
"P68135_2,Q9U1K1_2",PDB-CPX-154434,"Actin, alpha skeletal muscle and Protein spire",heteromeric,"3ue5_1,3ue5_2,3ue5_3",3,4,99.67,99.67
P68135_3,PDB-CPX-154436,"Actin, alpha skeletal muscle",homomeric,"6av9_1,6avb_1,7pm3_1,8xdl_1,8xdm_1",5,3,127.71,130.1
P68135_4,PDB-CPX-154441,"Actin, alpha skeletal muscle",homomeric,"8dmx_1,8ru0_1,9fjo_1",3,4,169.31,169.67
P68135_5,PDB-CPX-154443,"Actin, alpha skeletal muscle",homomeric,"3j8i_1,3mfp_1,4a7n_1,5onv_1,5ooc_1,5ood_1,5ooe_1,5oof_1,6fhl_1,6t1y_1,6t20_1,6t23_1,6t24_1,6t25_1,6u96_1,6vau_1,7ahn_1,7ahq_1,7z7i_1,8a2r_1,8a2s_1,8a2t_1,8a2u_1,8a2y_1,8a2z_1,8f8p_1,8w36_1",27,5,212.74,218.65
"P68135_6,Q27J81_2",PDB-CPX-154451,"Actin, alpha skeletal muscle and Inverted formin-2",heteromeric,"9az4_1,9b03_1,9b0k_1",3,8,350.49,350.49
"P68135_8,Q29122_6",PDB-CPX-154456,"Actin, alpha skeletal muscle and Unconventional myosin-VI",heteromeric,"6bnp_1,6bnq_1,6bnw_1",3,14,815.12,891.73
"P68139_1,Q94707_1",PDB-CPX-154467,"Actin, alpha skeletal muscle and Gelsolin-like domain-containing protein",heteromeric,"7w4z_1,7w50_1,7w51_1,7w52_1,7w52_2,7w52_3,7w52_4,7yne_1,7yne_2,7yne_3,7yne_4,9l2n_1",12,2,61.04,61.57
"P68139_3,Q9QZZ4_1",PDB-CPX-154471,"Actin, alpha skeletal muscle and Unconventional myosin-XV",heteromeric,"7r91_1,7rb8_1,7rb9_1",3,4,204.43,204.88
P68139_4,PDB-CPX-154473,"Actin, alpha skeletal muscle",homomeric,"6djm_1,6djn_1,6djo_1,7k20_1,7k21_1",5,4,169.7,170.73
P68139_5,PDB-CPX-154474,"Actin, alpha skeletal muscle",homomeric,"7bt7_1,7r8v_1,8r3h_1",3,5,212.74,215.23
"P68139_6,Q16658_1",PDB-CPX-154476,"Actin, alpha skeletal muscle and Fascin",heteromeric,"8vo7_1,8vo8_1,8vo9_1,8voa_1",4,7,307.51,307.51
P68139_7,PDB-CPX-154477,"Actin, alpha skeletal muscle",homomeric,"8d15_1,8d16_1,8d17_1,8d18_1",4,7,297.93,297.93
P68187_2,PDB-CPX-154483,Maltose/maltodextrin import ATP-binding protein MalK,homomeric,"1q12_1,1q12_2,1q1b_1,1q1b_2,1q1e_1,2awn_1,2awn_2,2awo_1,2awo_2",9,2,85.27,85.42
P68249_2,PDB-CPX-154489,Pancreatic polypeptide,homomeric,"1ppt_1,2bf9_1,9d99_1,9d9a_1,9d9b_1,9d9c_1",6,2,8.48,8.65
"P68363_1,Q13509_1",PDB-CPX-154498,Detyrosinated tubulin alpha-1B chain and Tubulin beta-3 chain,heteromeric,"5ij0_1,5ij9_1,6e7b_1",3,2,97.49,97.57
"P68363_6,Q13509_6",PDB-CPX-154505,Detyrosinated tubulin alpha-1B chain and Tubulin beta-3 chain,heteromeric,"7sj7_1,7sj8_1,7sja_1,9f3b_1,9f3h_1",5,12,619.8,620.34
"P68363_6,Q13509_6,Q9UPY8_2",PDB-CPX-154506,nan,heteromeric,"7sj9_1,9f3r_1,9f3s_1",3,14,649.39,684.12
P68398_2,PDB-CPX-154513,tRNA-specific adenosine deaminase,homomeric,"1z3a_1,8e2p_1,8e2p_2,8e2q_1,8e2q_2,8e2r_1,8e2s_1,8e2s_2,8e2s_3,8e2s_4",10,2,37.91,45.91
P68400_2,PDB-CPX-154515,Casein kinase II subunit alpha,homomeric,"3h30_3,3u9c_3,5cu3_1,5kwh_3,5oqu_1,5orj_1,5ork_1,5ot5_1,5otd_1,5oth_1,5otl_1,5oto_1,5otp_1,5oum_1,5ouu_1,5t1h_3,5t1h_4,7ay9_3,8qqb_1,9h9d_1,9hxu_1",21,2,84.38,85.84
"P68431_1,P83916_1",PDB-CPX-154524,Histone H3.1 and Chromobox protein homolog 1,heteromeric,"5t1g_1,6d07_1,6d07_2,6d08_1,6d08_2",5,2,8.36,10.91
"P68431_1,Q03111_1",PDB-CPX-154525,Histone H3.1 and Protein ENL,heteromeric,"5j9s_1,7x88_1,7x8b_1,7x8b_2,7x8f_1,7x8f_2,7x8g_1,7x8g_2,9ehi_1,9ehi_10,9ehi_11,9ehi_12,9ehi_13,9ehi_14,9ehi_15,9ehi_16,9ehi_2,9ehi_3,9ehi_4,9ehi_5,9ehi_6,9ehi_7,9ehi_8,9ehi_9",24,2,18.22,21.35
"P68431_1,Q03164_1",PDB-CPX-154526,Histone H3.1 and MLL cleavage product C180,heteromeric,"3lqi_1,3lqi_2,3lqi_3,3lqj_1,3lqj_2",5,2,22.56,22.58
"P68431_1,Q12830_1",PDB-CPX-154527,Histone H3.1 and Nucleosome-remodeling factor subunit BPTF,heteromeric,"2fsa_1,2ri7_1,6aze_1",3,2,21.67,22.29
"P68431_1,Q15047_1",PDB-CPX-154531,Histone H3.1 and Histone-lysine N-methyltransferase SETDB1,heteromeric,"6bhd_1,6bhe_1,6bhg_1,6bhh_1,6bhi_1",5,2,29.56,29.62
"P68431_1,Q3UHR0_1",PDB-CPX-154534,Histone H3.1 and BAH and coiled-coil domain-containing protein 1,heteromeric,"6vil_2,6vil_3,6vil_5,6vil_7",4,2,20.0,20.0
"P68431_1,Q5VWG9_1",PDB-CPX-154539,Histone H3.1 and Transcription initiation factor TFIID subunit 3,heteromeric,"5wxg_1,5wxh_1,5wxh_2",3,2,8.28,8.3
"P68431_1,Q8IXJ6_1",PDB-CPX-154545,Histone H3.1 and NAD-dependent protein deacetylase sirtuin-2,heteromeric,"4y6l_1,4y6l_2,9vem_1,9vew_1,9vg0_1,9vg3_1,9vge_1,9vgz_1,9vh0_1,9vh0_2",10,2,36.0,36.71
"P68431_1,Q8N8U2_1",PDB-CPX-154548,Histone H3.1 and Chromodomain Y-like protein 2,heteromeric,"6v2h_1,6v2h_2,6v2h_3,6v2h_4,6v2h_5,6v2h_6,6v3n_1,6v3n_2",8,2,8.78,9.34
"P68431_1,Q92784_1",PDB-CPX-154555,Histone H3.1 and Zinc finger protein DPF3,heteromeric,"2kwj_1,2kwk_1,5szb_1,5szc_1",4,2,15.26,15.3
"P68431_1,Q92794_1",PDB-CPX-154558,Histone H3.1 and Histone acetyltransferase KAT6A,heteromeric,"3v43_1,4lk9_1,4lka_1,4llb_1,4llb_2",5,2,18.1,18.1
"P68431_1,Q96KQ7_1",PDB-CPX-154561,Histone H3.1 and Histone-lysine N-methyltransferase EHMT2,heteromeric,"5t0k_1,5t0k_2,5t0m_1,5t0m_2",4,2,34.73,35.09
"P68431_1,Q96T88_1",PDB-CPX-154562,Histone H3.1 and E3 ubiquitin-protein ligase UHRF1,heteromeric,"2lgg_1,3asl_1,3sou_1,3sou_2,3sow_1,3sow_2,3zvy_1,3zvy_2",8,2,9.34,9.72
"P68431_1,Q99549_1",PDB-CPX-154563,Histone H3.1 and M-phase phosphoprotein 8,heteromeric,"3qo2_1,3qo2_2,3qo2_3,3qo2_4",4,2,9.29,9.38
"P68431_1,Q9NXA8_1",PDB-CPX-154572,"Histone H3.1 and NAD-dependent protein deacylase sirtuin-5, mitochondrial",heteromeric,"3rig_1,3rig_2,3riy_1,3riy_2,4f4u_1,4f4u_2,4f56_1,4f56_2",8,2,31.48,31.77
"P68431_1,Q9ULM3_1",PDB-CPX-154575,Histone H3.1 and YEATS domain-containing protein 2,heteromeric,"5iql_1,5xnv_1,6lsd_1,6lsd_2",4,2,17.08,17.6
"P68431_1,Q9UPN9_1",PDB-CPX-154577,Histone H3.1 and E3 ubiquitin-protein ligase TRIM33,heteromeric,"3u5n_1,3u5n_2,3u5o_1,3u5o_2,3u5o_3,3u5o_4,3u5o_5,3u5o_6,3u5o_7,3u5o_8,3u5p_1,3u5p_2,3u5p_3,3u5p_4,3u5p_5,3u5p_6,3u5p_7,3u5p_8",18,2,26.45,27.13
"P68431_1,Q9Y6K1_1",PDB-CPX-154580,"Nucleosome, Histone",heteromeric,"4qbr_1,4qbr_2,4qbs_1",3,2,16.69,16.89
"P68431_2,Q96KQ7_2",PDB-CPX-154587,Histone H3.1 and Histone-lysine N-methyltransferase EHMT2,heteromeric,"5jhn_1,5jin_1,5jiy_1,5jj0_1",4,4,66.96,67.0
"P68433_4,Q9WVG6_4",PDB-CPX-154599,Histone H3.1 and Histone-arginine methyltransferase CARM1,heteromeric,"7os4_1,7os4_2,7qph_1",3,8,177.05,177.12
P68440_3,PDB-CPX-154601,Scaffold protein OPG125,homomeric,"2ygb_1,2ygc_1,3sam_1,3saq_1,3saq_2,6beb_1,6bec_1,6bed_1,6bee_1,6bef_1,6beg_1,6beh_1,6bei_1,7vfd_1,7vfe_1,7vff_1,8f47_1,8f65_1",18,3,192.22,197.16
P68512_2,PDB-CPX-154611,Fish-egg lectin,homomeric,"4ruq_1,4rus_1,4rus_2,4rus_3",4,2,52.76,52.91
P68654_2,PDB-CPX-154625,"Terminase, small subunit",homomeric,"7lwr_1,7lwr_2,7lwr_3,7lwr_4",4,2,12.45,12.45
P68693_2,PDB-CPX-154629,Thymidylate kinase,homomeric,"2v54_1,2w0s_1,2w0s_2",3,2,48.05,48.05
